dTLB-load-misses,armv7_cortex_a7/pc_write_retired/,time,iowritetime,filemap:mm_filemap_delete_from_page_cache,iowritebytes,cpu-migrations,armv7_cortex_a7/l1d_cache/,armv7_cortex_a7/exc_return/,block:block_dirty_buffer,sched:sched_process_exec,L1-icache-loads,branch-misses,jbd2:jbd2_handle_stats,armv7_cortex_a7/l1i_cache_refill/,L1-dcache-store-misses,armv7_cortex_a7/br_mis_pred/,napi:napi_poll,pkt_out,drop_in,drop_out,sched:sched_stat_runtime,timer:timer_cancel,armv7_cortex_a7/l1d_cache_wb/,armv7_cortex_a7/cid_write_retired/,branch-instructions,ext4:ext4_da_update_reserve_space,task:task_newtask,armv7_cortex_a7/inst_retired/,block:block_touch_buffer,kmem:kfree,armv7_cortex_a7/br_immed_retired/,block:block_bio_remap,armv7_cortex_a7/unaligned_ldst_retired/,random:credit_entropy_bits,rpm:rpm_return_int,tcp:tcp_probe,cache-misses,cpu,armv7_cortex_a7/cpu_cycles/,armv7_cortex_a7/l1i_cache/,ext4:ext4_free_inode,instructions,iTLB-load-misses,dTLB-store-misses,ext4:ext4_es_lookup_extent_enter,ioreadtime,context-switches,L1-dcache-loads,filemap:mm_filemap_add_to_page_cache,armv7_cortex_a7/bus_cycles/,timer:timer_start,block:block_bio_frontmerge,kmem:mm_page_free,branch-load-misses,seconds,kmem:mm_page_alloc_zone_locked,memory,ext4:ext4_ext_load_extent,LLC-store-misses,armv7_cortex_a7/mem_access/,jbd2:jbd2_checkpoint_stats,writeback:wait_on_page_writeback,timer:tick_stop,pkt_in,raw_syscalls:sys_enter,armv7_cortex_a7/br_pred/,iobusytime,minor-faults,kmem:kmem_cache_alloc,writeback:sb_clear_inode_writeback,armv7_cortex_a7/exc_taken/,net_out,cpu-cycles,err_out,L1-dcache-load-misses,block:block_split,armv7_cortex_a7/l1d_tlb_refill/,workqueue:workqueue_execute_start,writeback:global_dirty_state,ext4:ext4_unlink_enter,irq:softirq_exit,err_in,ioreadbytes,read_merge,LLC-stores,ext4:ext4_writepages_result,net:netif_rx,ioread,armv7_cortex_a7/st_retired/,mmc:mmc_request_done,gpio:gpio_value,pagemap:mm_lru_activate,armv7_cortex_a7/l2d_cache/,sched:sched_waking,L1-icache-load-misses,LLC-load-misses,net_in,L1-dcache-stores,fib:fib_table_lookup,armv7_cortex_a7/ld_retired/,ext4:ext4_evict_inode,bus-cycles,armv7_cortex_a7/l1d_cache_refill/,page-faults,ext4:ext4_journal_start,armv7_cortex_a7/l1i_tlb_refill/,ext4:ext4_sync_file_enter,write_merge,armv7_cortex_a7/l2d_cache_wb/,cache-references,LLC-loads,branch-loads,ext4:ext4_releasepage,timer:timer_init,iowrite
21797,744233113,1626547642,0,0,0,7,3569585540,1071222,0,15,5509523665,70091176,0,257207648,26376388,70039873,109,227,0,0,5434406225,1925,28465190,11876,748704904,0,16,6914173264,16,23933,752075342,0,239100,159,766,98,26692852,25.2,10691682302,5513773305,0,7093998814,19439,27043,16,0,704154,3614856673,0,5535418291,1920,0,1015,71253636,5.009002237,106,15.7,0,1661749,3643223553,0,0,203891,207,445541,1126469431,0,2192,6044,0,778264,214940,11029779960,0,26945342,0,114222,403,0,0,6027,0,0,0,313675008,0,111,0,889211769,1245,4,0,316430661,429116,252639973,1297582,14476,3624752061,7,1374504462,0,5465822979,27359686,2192,0,90139,0,0,211076,3649574903,312027397,1146719887,0,193,0
11215,728182007,1626547652,0,0,0,19,3569285702,1080522,0,9,5446226425,71419925,0,255761787,25994344,72057574,101,213,0,0,5439427873,1829,25261997,1260,755212222,0,10,6929825864,0,23588,754985507,0,153949,157,730,97,28117865,23.2,11096479006,5484822148,0,7086767630,12814,12830,0,0,699993,3617915322,0,5451915783,1827,0,1190,70019257,5.010246561,158,15.8,0,734757,3584810554,0,0,217283,191,442255,1145425701,0,1709,5422,0,782691,197973,11193702729,0,26901371,0,11698,379,0,0,5656,0,0,0,302769535,0,101,0,871117573,1174,5,0,304802302,427276,254170271,918513,10124,3599434278,7,1348328781,0,5592383856,25073950,1709,0,10446,0,0,148934,3642117210,300932098,1115570776,0,198,0
30105,752528538,1626547661,0,0,0,15,3826126931,1019731,0,16,6113876950,74380155,0,256951673,39840255,72093826,138,234,0,0,6286263341,1936,39124383,1522,781720945,0,18,7835929207,56,24369,799986069,0,351728,159,773,136,37508286,26.5,11945456250,6080159063,0,8237867158,23343,36561,76,0,677234,3971981370,0,6077550831,1936,0,1689,72140393,5.053622550,237,15.7,0,3453290,4020488269,0,0,186128,219,444970,1146622207,0,3210,7992,0,753527,210463,12100806065,0,41675814,0,182306,403,0,0,6178,0,0,0,322661722,0,152,0,990848736,1198,5,405,331816999,426596,243453367,3404046,21465,3973647384,8,1672974447,0,6118630545,37249982,3211,0,113348,0,0,534105,4016592209,320954189,1164830483,0,233,0
12269,677483720,1626547671,0,0,0,5,3240265145,936295,0,9,4984492513,65178710,0,222855341,43402767,64794337,101,208,0,0,4822943062,1842,35329061,1745,686473129,0,10,6336369719,0,23281,694045630,0,409727,158,743,97,39529721,22.5,10248259554,4978013537,0,6385082582,13413,12344,0,0,627156,3239968408,0,5243170547,1842,0,1216,65092812,5.009664269,96,15.7,0,3369835,3274992229,0,0,155410,182,431643,1024241022,0,1870,5336,0,706680,196492,10005855140,0,45940542,0,7907,386,0,0,5766,0,0,0,299412489,0,101,0,807542103,1229,4,0,292416936,416810,218749176,3140310,9589,3247428639,7,1244465407,0,5001310688,34503418,1870,0,15214,0,0,243154,3234762953,299568886,1029433570,0,150,0
14345,768909200,1626547681,0,0,0,7,3638705399,1080735,0,14,5528958689,70652435,0,267321116,37231383,71797892,109,214,0,0,5502848711,1817,33996308,14680,757888015,0,16,7108945095,0,23989,775770961,0,553665,156,723,100,46116646,21.6,11490237155,5599787655,0,7031613598,11184,13261,0,0,700617,3591066530,0,5794251944,1815,0,1539,71618502,5.008717707,237,15.7,0,3371550,3752658409,0,0,212951,197,438959,1150836953,0,3267,7967,0,780851,201751,11186821400,0,40224434,0,105533,380,0,0,5563,0,0,0,328388187,0,111,0,917365899,1131,5,0,340597654,421239,255409151,3231483,13960,3591035373,6,1418745248,0,5569417053,33195937,3267,0,126458,0,0,327435,3606615198,327458395,1159054617,0,224,0
24546,703375774,1626547691,0,0,0,10,3466703087,1020143,0,12,5290858042,65121846,0,235513433,34740337,67886597,98,207,0,0,5024042744,1707,47619570,1183,700492810,0,13,6838071585,0,22314,732179012,0,217995,149,678,95,36500443,21.8,10768076477,5265377467,0,6687444078,27281,29138,0,0,663481,3426449835,0,5341146310,1702,0,1363,68609488,5.008828488,353,15.7,0,3599830,3431458841,0,0,196530,185,425990,1100600350,0,2520,6529,0,748186,194538,10759201038,0,35445156,0,23645,359,0,0,5476,0,0,0,310025912,0,98,0,826486667,1098,5,0,315016331,410860,239118883,4105134,9791,3454465027,3,1308992687,0,5365073712,48104795,2520,0,12143,0,0,226719,3415907210,308453656,1105793313,0,168,0
51021,681796237,1626547700,0,0,0,25,3297286221,975539,0,31,5152581617,65524852,0,227516590,35320659,64387355,120,214,0,0,5014161505,1902,36094973,4072,699620064,0,33,6467735101,32,24109,721156667,0,324225,157,776,100,33233116,22.8,10594552153,5048163160,0,6482517674,18091,31929,34,0,634094,3310098769,0,5308866616,1904,0,2107,70637941,5.009388199,335,15.7,0,4867240,3336494861,0,0,160701,211,437521,1058946621,0,4321,9876,0,730575,197419,10475729070,0,33627348,0,11416,428,0,0,5891,0,0,0,301872621,0,122,0,806594849,1235,5,0,295725699,417550,235565754,4555665,18086,3334322402,12,1264658127,0,5289260889,36208980,4321,0,4290,0,0,238620,3315148376,304769548,1079276539,0,195,0
19066,660449578,1626547710,0,0,0,20,3212831301,950003,0,20,5027044972,63789564,0,218297011,32115860,63553485,96,214,0,0,4833456901,1748,34926474,1376,670509910,0,21,6318518843,16,23564,693841468,0,288076,155,703,91,33254290,21.6,10440900102,4857864427,0,6242291807,13933,16685,16,0,620682,3177749502,0,5177276804,1745,0,1642,65710686,5.011656069,120,15.8,0,2773640,3246944550,0,0,147249,188,429054,1024599965,0,3023,7250,0,712237,199986,10233427742,0,32517400,0,6783,380,0,0,5763,0,0,0,298261988,0,96,0,789294954,1130,5,0,288306935,412610,220440949,3680757,9903,3204610869,7,1238081398,0,5096066273,34626339,3019,0,9184,0,0,214688,3200855438,292416953,1030384944,0,183,0
12922,726234391,1626547719,0,0,0,12,3522052844,1056138,0,12,5668134015,69837381,0,242447248,34121393,67465040,97,208,0,0,5104077238,1711,37465396,1346,750283358,0,13,6924790924,0,23358,756430669,0,348874,155,691,94,36209366,23.4,11232053528,5335061896,0,7126257797,8523,13118,0,0,686172,3653614206,0,5691064303,1705,0,1352,67964277,5.010888086,103,15.7,0,1708743,3536841139,0,0,216668,193,431541,1121818084,0,2516,6245,0,765260,195838,11489751395,0,35603451,0,13510,367,0,0,5661,0,0,0,333571065,0,97,0,858132682,1107,6,0,314294744,415813,254188053,2625768,14172,3688624438,6,1337883477,0,5754422533,36872381,2516,0,11804,0,0,208625,3655640449,330065890,1140252580,0,169,0
21828,650237639,1626547729,0,0,0,21,3187132540,920545,0,12,4910990626,64688288,0,225473584,33035772,63392726,93,209,0,0,4875814478,1779,37947017,1182,683463175,0,13,6227643350,0,23379,697995737,0,270629,156,699,89,34867339,22.1,10049730792,4953821584,0,6296385015,11600,19424,0,0,618212,3184722290,0,5167917069,1779,0,1352,64754199,5.009273778,356,15.7,0,2367320,3193079706,0,0,155399,184,429718,1019572960,0,2531,6264,0,698389,199378,10273068504,0,33801504,0,18882,371,0,0,5575,0,0,0,282588083,0,93,0,775141320,1135,5,0,301428490,414145,221093914,2903225,9667,3193640187,4,1228029935,0,5202504927,37224991,2532,0,21004,0,0,381602,3231083616,280926643,1008801493,0,197,0
11282,711248996,1626547738,0,0,0,7,3434833942,1003920,0,8,5258410352,67061038,0,238479285,33955237,65112325,96,203,0,0,5138196373,1737,36038441,1307,721558296,0,8,6688292522,0,23159,727043995,0,194691,156,675,92,34421763,23.1,10682382606,5232849630,0,6991798851,10395,10342,0,0,664783,3529000041,0,5494992357,1735,0,974,64959987,5.009495773,405,15.7,0,1736172,3474193622,0,0,198825,186,429476,1072695699,0,1675,4196,0,738559,191417,11172973535,0,31780589,0,9998,355,0,0,5486,0,0,0,323033697,0,96,0,843462137,1097,4,0,308991081,415513,237089525,1222328,13446,3501386625,7,1324416533,0,5538847780,35594799,1675,0,10058,0,0,246857,3533877625,325345543,1082266408,0,199,0
7938,732919150,1626547748,0,0,0,7,3501908359,1032960,0,8,5358681759,67931969,0,253271423,36536713,69105601,95,205,0,0,5291596693,1771,31772275,1388,745516424,0,8,6820551152,0,23119,747684484,0,300473,156,700,92,42229602,22.8,11073003446,5477329540,0,6839174783,10031,7407,0,0,681946,3485020873,0,5458887272,1771,0,959,68404299,5.009300756,216,15.7,0,3679513,3568775230,0,0,206697,180,433669,1110095236,0,1671,4201,0,757811,192418,10989233697,0,37825151,0,16646,373,0,0,5579,0,0,0,312827067,0,95,0,855027320,1133,5,0,311400495,419688,245192176,3575126,9568,3500428618,3,1367217668,0,5526085523,32610545,1671,0,21883,0,0,831327,3493381173,314497978,1104439572,0,206,0
31554,675703753,1626547757,0,0,0,13,3303439397,957795,0,8,4999761469,64042543,0,225172705,33301841,63992877,99,219,0,0,4799919725,1688,37310347,1403,687468614,0,8,6462529158,0,23087,720128327,0,250950,155,662,93,34687219,21.5,10327727750,5060040524,0,6415682352,15970,32607,0,0,635832,3257650964,0,5179733341,1688,0,950,68827951,5.008909329,149,15.7,0,3961330,3320619855,0,0,159660,210,436304,1049644018,0,1651,4169,0,721690,204697,10341002273,0,33326181,0,13572,344,0,0,5417,0,0,0,295062337,0,99,0,799874583,1080,5,0,297551954,422375,220260603,4070553,16394,3259390550,14,1266938315,0,5198816945,37427722,1651,0,9783,0,0,219150,3286603677,289346683,1073855149,0,149,0
13286,709474622,1626547767,0,0,0,10,3443226798,1022223,0,20,5145927865,63677862,0,230623361,33662113,64967086,98,207,0,0,5035062049,1805,47045718,3539,707222602,0,20,6796920291,24,23442,721249158,0,198547,158,718,92,35743078,22.4,10754393366,5211246670,0,6631337521,10791,11011,24,0,659440,3388816482,0,5446393425,1805,0,1401,62252003,5.012048493,303,15.8,0,4139680,3450553088,0,0,187523,189,429121,1090733243,0,2403,5683,0,750043,189780,10682373305,0,34364079,0,19602,396,0,0,5761,0,0,0,293239398,0,98,0,832598085,1160,7,0,316603680,413852,232712140,4695052,10381,3405155858,9,1313003116,0,5369489811,42423357,2403,0,11066,0,0,251036,3400581523,298476722,1051070358,0,193,0
17831,747475465,1626547776,0,0,0,2,3637848901,1087480,0,13,5540509453,71335677,0,258779761,24893104,70878854,98,203,0,0,5544905665,2044,24520727,1426,756434695,0,12,7042703947,24,23313,754058885,0,230536,162,844,92,25909463,23.7,10949549580,5578324022,0,7177384976,11041,19520,24,0,713512,3660002300,0,5491438248,2042,0,603,71655935,5.008706753,29,15.7,0,890312,3672684890,0,0,224844,189,441062,1129996855,0,788,2936,0,788938,190507,11049344214,0,25420148,0,16538,476,0,0,5745,0,0,0,309490144,0,98,0,889549512,1349,5,0,303810353,428574,258927380,610053,13578,3651828695,9,1370160416,0,5545651537,24990363,786,0,13507,0,0,202271,3691748252,304977874,1144601104,0,225,0
4540,754533700,1626547785,0,0,0,34,3711221758,1106345,0,1,5609826352,71040650,0,259601230,27482931,70738279,100,204,0,0,5319179339,1795,28161446,1297,763605590,0,0,7201319417,0,22987,771025671,0,229652,159,729,90,28801651,21.8,11139207151,5649872357,0,7149998363,7738,8064,0,0,721160,3649248782,0,5549139003,1790,0,165,70414048,5.009119480,69,15.7,0,677556,3718174065,0,0,232583,185,442677,1158686105,0,69,1490,0,798921,193190,11045295083,0,28072164,0,14321,376,0,0,5466,0,0,0,314302368,0,100,0,900422056,1185,5,0,313377138,431326,256422258,725425,10158,3663690292,3,1394663407,0,5585364275,28060122,65,0,7334,0,0,150184,3693407943,312659444,1159733081,0,153,0
18080,640163094,1626547795,0,0,0,11,3011310694,893159,0,16,5064774453,66611558,0,215689493,26482160,59468891,141,176,0,0,5056575902,2142,23256219,6027,683145415,0,22,5860226772,73,23888,630462678,7,250306,145,995,118,26594296,13.3,8998538064,4669089598,0,6790198525,19671,24980,108,30,591164,3435072343,116,4933560625,2145,0,1989,59978941,5.011441362,753,15.8,0,1826979,3081136952,0,0,179006,155,381036,941303947,70,3205,14569,0,651282,106408,10672230184,0,26991640,0,60711,535,0,0,5922,0,475136,0,259465257,0,144,7,772976369,1368,19,145,264117194,359618,235541540,2530870,15128,3389075201,62,1187939592,0,5150834257,22607499,3222,0,44233,0,0,538077,3430399852,267054566,937877710,0,369,0
8168,64337118,1626547804,0,0,0,9,118872290,79569,0,21,183813226,3801757,0,11987418,866048,5091830,43,50,0,0,359369744,737,1474349,218,52010843,0,22,314633910,49,1784,35025854,0,39103,30,259,25,1582987,3.4,714940943,341415899,0,343658926,8403,9753,59,0,2721,118173567,0,247619365,732,0,1752,3428657,5.011261269,184,15.9,0,331079,287872135,0,0,955,58,8970,71142861,0,4041,8905,0,62691,14249,580776511,0,1004578,0,60351,241,0,0,1403,0,0,0,4896959,0,48,0,56841035,358,4,134,29928239,1497,2981233,289552,8699,102058969,20,135995499,0,232507479,783866,4041,0,52000,0,0,939164,166530498,4660456,41554719,0,226,0
34853,60899752,1626547813,0,6,0,7,164747453,57534,0,23,197859205,6108195,0,17477823,2365262,3850344,38,49,0,0,551363329,719,3502563,323,61476474,0,32,340330037,26,5152,31139735,0,52223,28,244,33,2182680,3,416239981,443181685,0,644799895,22761,34694,26,0,2851,252585856,0,441897241,715,0,2528,3978852,5.011530031,392,15.6,0,162315,276409917,0,0,840,49,13114,51183033,0,5633,12995,0,54836,13336,1074845060,0,2936172,0,115360,212,0,0,1650,0,0,0,5796683,0,45,0,57760755,330,5,5,34418611,1507,9524775,280193,3922,228959745,21,126620607,0,458230752,2415223,5633,0,123109,0,0,536798,214905934,3651974,47637694,0,257,0
13590,48160521,1626547821,0,0,0,11,202776159,58012,0,30,572813024,10672182,0,6611897,11743029,7901039,42,40,0,0,528839647,706,20038979,168,73207302,0,34,483165664,26,3121,65593429,0,43797,29,253,29,16574231,3.6,957817544,377534164,0,779690529,17366,20749,26,0,2789,287214186,0,733950638,704,0,2762,4145025,5.011227167,590,15.7,0,2045917,149013174,0,0,781,48,14691,109257872,0,6422,13772,0,49039,10596,1927878126,0,14585082,0,23422,208,0,0,1777,0,0,0,16666676,0,49,0,39703242,334,5,0,34593817,1494,16133497,3229298,7416,297454756,19,69382435,0,941570261,20573901,6427,0,10577,0,0,202767,363580354,26797801,43117002,0,245,0
92054,394414383,1626547830,0,0,0,18,1831956754,687641,0,29,2488090983,37673296,0,132691049,23011862,39466915,226,197,0,0,2894192133,1628,39753036,1680,369472185,0,44,3757467599,7,19400,374979161,0,324805,77,600,52,24921397,14,6617345721,2835408519,0,3133354831,61262,90967,7,0,261537,1561709109,0,3065791112,1628,0,4081,35656510,5.009064030,3229,16.5,0,5758935,1886914519,0,0,68463,130,233602,584724297,0,9951,18821,0,487465,137969,5699185183,0,22855441,0,256622,329,0,0,4915,0,0,0,166819223,0,240,0,440224498,979,5,29,205154016,152200,120172227,5777066,11159,1571689605,261,735275226,0,2979320047,38540160,9951,0,162387,0,0,1711110,1586769046,169867180,535520778,0,294,0
245823,478928204,1626547839,0,0,0,53,2167534806,742822,0,37,3318312794,46269836,0,156750532,31074291,48295312,268,269,0,0,4335538564,2730,28114871,2803,446069095,0,42,4246059160,4266,21273,482739410,1117,677095,84,3768,12,39233043,28.1,7770389237,3226908431,0,4276614284,99427,239381,5153,2064,318954,2128848847,6221,3592255952,2738,6,3714,48134892,5.010371984,11316,19.3,11,10063440,2332884479,0,0,111150,154,213248,710266112,2520,8855,23018,0,500198,171790,7626116186,0,33730408,0,319924,3831,0,0,8508,0,28299264,188,213853561,0,268,1024,528358583,1950,1811,29,227534491,163267,148361634,10070482,19309,2151319946,352,955416321,0,3719661228,25949542,9238,0,279090,0,0,3429269,2138385077,215518906,714439205,0,397,0
266962,932489501,1626547848,0,0,0,31,3495578914,636868,0,8,6002971174,49683849,0,112124634,24840757,48282628,334,359,0,0,7906722587,1653,35665662,38597,949845459,0,8,9153148492,0,15575,1094713946,0,1649882,65,752,10,25637073,41.1,11904404207,5970848087,0,9099389425,167562,248352,0,0,278260,3462640080,0,6017075726,1650,0,4440,54965148,5.009482173,4187,21,0,14614214,3460498503,0,0,74908,121,176380,1352976932,0,5729,4922,0,427486,200377,11955882470,0,24807685,0,266485,412,0,0,5293,0,0,0,204857057,0,334,0,804227693,956,5,0,186615866,166047,113134969,14667202,10964,3419402447,505,1870610107,0,6095968245,26404618,5729,0,180462,0,0,5807963,3403453272,197040709,1370518718,0,273,0
297306,914436132,1626547857,0,0,0,47,3330853933,749773,0,8,5723002509,47993680,0,109891260,22206270,47786845,340,365,0,0,7842892360,1597,35579656,8022,933520601,0,8,8765152881,0,16104,1120517939,0,365124,68,726,11,23164083,40.9,11779808937,5874471881,0,8612392862,195824,300627,0,0,289678,3327890707,0,5967341338,1596,0,5976,53439487,5.009012749,1998,21.1,0,14291921,3364334060,0,0,56506,134,166647,1353437296,0,4846,5040,0,478237,203401,11788210725,0,22899185,0,268610,409,0,0,5316,0,0,0,200804112,0,341,0,783450259,889,5,0,179829073,155824,106802625,14210068,16075,3296495547,514,1826640669,0,5934254246,26034071,4846,0,182060,0,0,6036458,3344394687,180843871,1399078476,0,289,0
262139,942905009,1626547867,0,0,0,14,3431991108,646800,0,4,5986009101,53144933,0,115654386,32946115,50629214,343,343,0,0,7615604831,1748,32318838,3019,962637008,0,3,8903260495,0,16065,1103251350,0,371584,71,778,10,31593560,37.4,11963481119,5945443230,0,9166154170,167883,258021,0,4,296886,3492786264,0,5870601439,1747,0,5246,50976385,5.014213560,1923,18.7,0,13586301,3440331532,0,0,81525,125,177371,1347973325,10,3975,3421,0,434245,193005,12047406429,0,35312993,0,257417,410,0,0,5478,0,45056,0,192752975,0,343,1,813717729,1072,5,0,185963948,167874,115831779,13094122,12076,3468563955,516,1858237973,0,5873123023,23669172,3975,0,172731,0,0,6061704,3533236717,193656934,1347504228,0,274,0
251867,665771942,1626547876,0,0,0,85,2620467137,666310,0,1,4216906449,44229029,0,135913636,16971675,43913466,344,378,0,0,5398848075,1540,20770911,2591,660545207,0,0,6087179002,0,16128,733115328,0,330605,67,734,11,18051096,27.6,8772764459,4352840943,0,6131433105,207370,273872,0,0,325837,2563730696,0,4303840814,1537,0,1869,43334284,5.009049425,2234,19.2,0,6795121,2643599989,0,0,116906,135,190870,962120795,0,652,2263,0,449356,196839,8966637927,0,17752482,0,256299,418,0,0,4833,0,0,0,178023995,0,344,0,705267826,807,5,0,180101488,182354,131285598,7046583,16194,2558367504,516,1161038187,0,4427319474,17354784,652,0,192890,0,0,2996539,2676908156,172053720,941595919,0,322,0
278390,712709812,1626547886,0,0,0,131,2832051083,756261,0,1,4750686370,47175718,0,144673102,17518436,47587108,337,302,0,0,5756396403,1531,21269754,3533,724159992,0,0,6617918656,0,15566,802317515,0,381919,65,719,10,18305576,22.2,9423776519,4554654527,0,6409168180,214631,277159,0,8,358194,2785403150,0,4739525932,1528,0,1863,47471739,5.010338601,2997,17.1,0,7302997,2864054930,0,0,157587,129,188626,1020564711,20,1733,2071,0,491663,185620,9370109664,0,17684284,0,270456,406,0,0,4761,0,106496,0,190988429,0,337,3,761201520,803,5,0,187288931,180859,145597803,7432363,12020,2830815504,506,1250941229,0,4855561492,17822296,1733,0,203940,0,0,3864819,2817867668,194857693,1033801066,0,320,0
101022,667614050,1626547895,0,0,0,28,2677918038,682417,0,2,4575150891,55410285,0,125220519,13975857,56424514,258,226,0,0,5397399245,1667,20725152,2209,679885828,0,4,7149359043,2,15639,716013656,2,236479,67,612,14,14392483,28.8,8841271453,4929937418,0,6659535716,41051,101733,3,9,315931,2527171710,12,4320445945,1665,0,3741,54897767,5.009742517,2914,16.9,0,6743524,2610817327,0,0,114284,146,170293,916436168,40,2691,2972,0,444760,159273,8535552124,0,14210137,0,108917,338,0,0,4754,0,110592,0,161668468,0,258,4,575988056,1002,9,0,166604668,163686,122217529,6945574,18143,2521150595,350,1326142498,0,4334585834,14338920,2694,0,45783,0,0,4864581,2585106970,161891655,891776251,0,271,0
168099,1267007449,1626547905,0,0,0,29,5129531771,762378,0,26,6739561296,44737714,0,100118512,15174666,43907028,272,219,0,0,10125771962,1840,22946044,96249,1264929587,0,29,11622694292,71,15885,1076305843,76,245360,68,842,10,16274906,55.5,13762804392,7337600001,0,11351090277,43624,173854,148,419,276630,4651745098,885,7237935206,1842,0,6530,42622655,5.008838054,23658,26.2,1,7923908,5233153187,0,0,51714,137,152884,1581533473,270,24403,6112,0,482613,150500,14059281068,0,15463383,0,177814,618,0,0,5526,0,4321280,0,149740647,0,272,87,702755987,1148,149,2,144974049,143238,102586178,7485630,12786,4613995939,362,2142206012,0,7194256000,15976730,24476,0,57185,0,0,4438722,5017616855,146939190,1547926018,0,305,0
152821,782799639,1626547914,0,0,0,19,3031687366,583700,0,9,5360080585,61556493,0,107462760,15289792,64556452,278,216,0,0,6970810076,1752,21042814,1818,777497583,0,9,8299308045,8,15954,907888019,0,3077937,67,679,14,15890086,35.4,10219096955,5691278558,0,8097271405,45366,155953,8,0,248554,3012211804,0,5162593068,1750,0,18237,63003922,5.012028906,5374,20.8,0,10203886,3083828618,0,0,79101,127,138349,1104023492,0,4296,5331,0,382451,155244,10299188555,0,15916349,0,167310,370,0,0,4816,0,0,0,157156386,0,278,0,696134435,1079,5,0,161697903,129986,111267588,11642299,11522,2960872315,365,1708341716,0,5155232039,14838145,4296,0,51854,0,0,6386982,3012812116,158968369,1076870424,0,281,0
115822,826489551,1626547923,0,0,0,19,2810658163,530778,0,7,6004162695,72022762,0,94493571,10946209,70968737,266,210,0,0,6939510967,1707,17446971,5554,832490280,0,8,9000170162,0,16563,939248477,0,368030,67,662,17,11822875,34.7,9997995179,6054627026,0,9003818612,33193,109906,0,0,222666,2796663326,0,5180271029,1707,0,3430,71785910,5.009983838,2702,17.6,0,8153028,2897273861,0,0,69109,131,138744,1069990637,0,1694,6271,0,354237,151652,10030403335,0,11099201,0,158784,351,0,0,4554,0,0,0,128600071,0,268,0,619151630,1073,5,0,145688802,128827,88346654,8443897,15090,2817638681,344,1759610759,0,5036734507,10964585,1694,0,118478,0,0,6691705,2845895190,130210930,1072313271,0,243,0
113799,728514619,1626547932,0,0,0,6,2738997887,688354,0,5,5241781727,63309785,0,123438720,12695650,63433897,257,168,0,0,5553694481,1680,16967380,2972,724462682,0,5,7532128275,0,15744,792901575,0,349591,65,634,15,13679370,20.4,9176470820,5211581962,0,7563890346,44354,104875,0,0,317050,2752418882,0,4698359838,1677,0,2694,63577061,5.009243155,2128,15.8,0,6446017,2812430443,0,0,123650,107,167153,993931917,0,937,4583,0,448417,112813,9238470332,0,13323729,0,109361,338,0,0,4489,0,0,0,160993156,0,257,0,618614430,1024,5,0,161490428,159833,124415077,6184936,10641,2758364052,343,1450287961,0,4654468238,12532475,937,0,42746,0,0,4352651,2767873150,161859793,984645907,0,258,0
4793,93945254,1626547940,0,0,0,6,245805594,55024,0,28,251072076,8429169,0,11854086,18730815,3850785,49,47,0,0,434705324,664,5288351,409,89057385,0,31,461706894,24,1914,49921401,0,169443,28,233,48,21438996,3,927026409,398915506,0,588924369,4065,3018,26,0,2535,174692831,0,689486564,664,0,2575,3546263,5.011212110,521,15.7,0,2319479,361431046,0,0,744,53,11100,62277980,0,5759,11609,0,51974,23776,1231550096,0,21996379,0,98033,196,0,0,1505,0,0,0,27560619,0,60,0,95805565,299,4,3,20178443,1374,2829940,2195359,11376,144269301,7,149556163,0,622951481,6202406,5762,0,49215,0,0,769876,279863581,29991950,62551355,0,253,0
21522,56665782,1626547949,0,0,0,3,193950293,67723,0,10,212985003,4898165,0,3157056,10494125,5245318,19,40,0,0,158573591,434,5696416,80,63855456,0,10,468201880,0,998,51253339,0,42886,24,133,19,14599465,3.9,494740377,266409601,0,420461291,14454,19923,0,0,2001,124050466,0,450284648,431,0,1308,4576949,5.011719544,406,15.8,0,2933020,168067011,0,0,722,37,4686,53731263,0,2146,4081,0,61450,12377,1091783814,0,11753834,0,12739,149,0,0,1053,0,0,0,22154145,0,21,0,25043427,152,7,0,42547110,1072,2720104,2866646,3740,118226132,2,91850433,0,559735513,3800116,2144,0,4405,0,0,90777,188244207,23428332,79366106,0,171,0
2889,83080615,1626547957,0,0,0,8,173001638,72185,0,24,238256633,7962257,0,10193174,15286157,3857720,21,43,0,0,393782242,493,1636110,449,98057307,0,25,414769803,26,1572,49090359,0,160835,25,163,22,21660669,5.5,974132499,324814170,0,437215895,2814,3322,26,0,2162,146336969,0,745649233,493,0,2177,3891972,5.011150995,316,15.7,0,2649086,301475933,0,0,711,46,9330,65668453,0,4822,9422,0,62418,12158,1005733849,0,16580756,0,55525,172,0,0,1222,0,0,0,25849628,0,26,0,75106303,189,6,0,23203933,1169,3103676,2504030,11102,140339286,6,139973986,0,609660814,1637360,4824,0,39738,0,0,737388,186410551,27896867,62214450,0,230,0
