err_in,cpu,ext4:ext4_ext_load_extent,sched:sched_waking,net:netif_rx,task:task_newtask,armv7_cortex_a7/l1d_tlb_refill/,napi:napi_poll,timer:timer_start,mmc:mmc_request_done,block:block_dirty_buffer,branch-instructions,minor-faults,irq:softirq_exit,armv7_cortex_a7/cid_write_retired/,dTLB-store-misses,err_out,armv7_cortex_a7/l2d_cache/,ioreadbytes,ext4:ext4_unlink_enter,branch-misses,ext4:ext4_free_inode,armv7_cortex_a7/br_mis_pred/,instructions,seconds,writeback:wait_on_page_writeback,armv7_cortex_a7/l2d_cache_wb/,writeback:sb_clear_inode_writeback,armv7_cortex_a7/exc_return/,write_merge,LLC-store-misses,armv7_cortex_a7/ld_retired/,armv7_cortex_a7/exc_taken/,rpm:rpm_return_int,armv7_cortex_a7/br_immed_retired/,tcp:tcp_probe,filemap:mm_filemap_delete_from_page_cache,ext4:ext4_es_lookup_extent_enter,raw_syscalls:sys_enter,context-switches,workqueue:workqueue_execute_start,read_merge,cache-misses,page-faults,armv7_cortex_a7/mem_access/,armv7_cortex_a7/inst_retired/,writeback:global_dirty_state,LLC-load-misses,dTLB-load-misses,block:block_bio_remap,LLC-stores,armv7_cortex_a7/l1d_cache/,cpu-migrations,ext4:ext4_evict_inode,block:block_touch_buffer,jbd2:jbd2_checkpoint_stats,kmem:kfree,drop_out,ext4:ext4_sync_file_enter,kmem:kmem_cache_alloc,random:credit_entropy_bits,L1-icache-load-misses,block:block_bio_frontmerge,sched:sched_stat_runtime,armv7_cortex_a7/bus_cycles/,armv7_cortex_a7/unaligned_ldst_retired/,iTLB-load-misses,armv7_cortex_a7/pc_write_retired/,jbd2:jbd2_handle_stats,ioread,bus-cycles,LLC-loads,iowritetime,timer:tick_stop,armv7_cortex_a7/l1d_cache_wb/,timer:timer_init,drop_in,armv7_cortex_a7/br_pred/,net_in,cache-references,ext4:ext4_writepages_result,L1-icache-loads,memory,pagemap:mm_lru_activate,armv7_cortex_a7/l1i_tlb_refill/,ext4:ext4_journal_start,pkt_in,branch-loads,iobusytime,kmem:mm_page_alloc_zone_locked,L1-dcache-loads,L1-dcache-load-misses,branch-load-misses,sched:sched_process_exec,iowritebytes,fib:fib_table_lookup,ext4:ext4_da_update_reserve_space,pkt_out,cpu-cycles,gpio:gpio_value,armv7_cortex_a7/cpu_cycles/,ioreadtime,ext4:ext4_releasepage,time,filemap:mm_filemap_add_to_page_cache,L1-dcache-stores,armv7_cortex_a7/l1i_cache/,kmem:mm_page_free,armv7_cortex_a7/st_retired/,timer:timer_cancel,armv7_cortex_a7/l1i_cache_refill/,armv7_cortex_a7/l1d_cache_refill/,iowrite,net_out,L1-dcache-store-misses,block:block_split
0,3.6,0,1415,43,25,13618,38,705,351,0,51947331,4737,1626,121,30559,0,27326676,0,0,5649738,0,3442708,481989294,5.011203971,0,126852,0,50573,0,2159289,65152740,46540,241,62516158,24,0,26,9528,2532,193,0,4671367,4743,145328287,304090820,0,2475026,38397,0,60406930,130996859,8,0,26,0,1598,0,0,9493,28,13292494,0,384836567,452465501,23848,22496,42379004,0,0,536099540,62294245,0,792,13221334,239,0,56699314,4452,208045587,0,605149564,23.5,0,15951,0,49,130085407,0,631,224946853,2509999,8828286,23,0,28,0,45,832709017,7,637021329,0,0,1626561117,0,281203851,227687992,2126,25681286,703,3385110,12996932,0,10941,3209487,0
0,3.2,0,1383,40,25,19514,35,674,328,0,70125214,4742,1471,178,12574,0,7135026,0,0,5887861,0,3485813,433705350,5.011063223,0,205555,0,63794,0,5083707,63210034,57065,228,47206580,22,0,26,9742,2563,193,0,24725810,4747,178620517,483026451,0,5029683,23518,0,48050188,222000819,13,0,26,0,1634,0,0,9585,27,10871505,0,318624894,409883872,88728,7245,47636577,0,0,452004027,58372178,0,854,2559721,232,0,58947931,7533,175322429,0,514351350,23.5,0,10935,0,51,100195414,0,378,174872030,20716719,7667697,23,0,27,0,44,907447581,7,1055996053,0,0,1626561125,0,233240083,251400698,2151,46007730,677,4307989,4160851,0,12113,19096208,0
0,5.6,0,40553,111,37,46561,102,1031,563,0,148315307,7344,2858,6426,42067,0,64886428,0,0,16230395,0,13126523,2017889640,5.011535957,0,419544,0,206414,0,2501227,231842204,152865,396,193683074,46,0,26,68980,79948,249,0,13439357,7344,574567199,1682603520,0,4301154,43113,0,83028041,710173663,15,0,26,0,10480,0,0,13154,55,57092936,0,1428988762,1306813432,153168,22420,124606285,0,0,1565144962,84875240,0,22464,13277364,298,0,241746075,10753,857536800,0,1783431534,23.4,0,86096,0,71,261031387,0,2231,1038277655,14343179,13672267,27,0,92,0,74,3630856369,5,2582542636,0,0,1626561134,0,1121237427,998459425,4465,133089625,1033,36760216,13053866,0,30281,14337566,0
0,3.8,0,1310,37,22,4592,32,641,299,0,50255504,3988,1386,194,23958,0,5587579,0,0,5482425,0,2628249,382478095,5.011299831,0,58469,0,51790,0,2446691,42172246,47372,213,22615374,23,0,26,9057,2412,190,0,1888790,3992,120118148,210052364,0,2271356,47712,0,25822601,98066659,7,0,26,0,1661,0,0,8923,26,11085997,0,457531413,293369892,6843,8625,29263327,0,0,382872972,24561915,0,839,586423,219,0,35814194,4018,174676929,0,392140605,23.4,0,9858,0,40,88032335,0,246,180029120,1804435,7737307,20,0,19,0,42,637477195,7,387384566,0,0,1626561142,0,201482010,159599514,1710,23384756,642,3182816,570512,0,12827,2171302,0
0,3.7,0,1381,56,22,45408,51,832,450,0,34055805,4000,1652,136,33591,0,18061087,0,0,3199381,0,3327891,356196405,5.011147300,0,320732,0,76709,0,369755,66197765,69002,305,30779105,29,0,26,9345,2433,235,0,829128,4002,142864314,483079501,0,476548,34288,0,5655856,242987776,6,0,26,0,1772,0,0,9171,30,6140321,0,470645246,248389974,9495,19107,30600091,0,0,256856283,5443747,0,827,4215370,226,0,45269879,11095,147380400,0,229222970,23.3,0,27796,0,67,44204059,0,247,171275262,1518645,3625296,20,0,22,0,54,548273985,6,520431203,0,0,1626561151,0,159283591,447072676,1718,25312961,833,13373632,3613323,0,13149,1575169,0
0,3.1,0,1225,36,17,3365,31,586,277,0,37978394,3138,1184,121,68482,0,5622907,0,0,3281755,0,8006457,245888985,5.011206957,0,72185,0,66175,0,1284963,44030191,52352,218,77635479,31,0,26,6623,2218,196,0,556998,3140,116468986,218556904,0,487904,76425,0,13861031,98825060,8,0,26,0,1148,0,0,6394,27,2124342,0,339550116,183564834,7589,23676,27029817,0,0,182575865,7701826,0,801,389477,205,0,90728184,6450,115695352,0,167930826,23.4,0,16004,0,41,88945163,0,232,98722581,496428,6278624,16,0,3,0,40,364015102,6,711605609,0,0,1626561160,0,95983213,168739894,1286,24498227,588,3852744,548657,0,9644,454803,0
0,3.8,0,1585,77,27,7911,65,855,493,0,73839669,5327,1649,234,78806,0,8105042,0,0,11131648,0,7615176,601721728,5.011284099,0,266445,0,67873,0,968072,63521596,50389,377,68826886,63,0,26,15368,2898,266,0,6038683,5332,187807204,220358184,0,1236940,121439,0,25278014,97588237,10,0,26,0,3937,0,0,11729,35,15441586,0,592026856,549807328,61017,36325,48281718,0,0,649860083,26406255,0,958,549706,213,0,87428711,24867,304184094,0,393267442,23.4,0,12382,0,84,86283303,0,444,239119541,5333386,8255889,22,0,14,0,76,1206344728,6,755688900,0,0,1626561168,0,230846893,201920413,1817,53276664,859,4291635,421291,0,16354,4985685,0
0,4.4,0,1560,62,33,8473,52,899,462,0,85970570,5734,2016,251,23882,0,37380538,0,0,10207306,0,6290343,653569937,5.011247854,0,101944,0,72534,0,4159254,78563898,60863,330,64344227,56,0,34,13241,2825,251,0,17722471,5736,166507348,488477117,0,5039768,16401,0,31381256,197628960,11,0,34,0,2868,0,0,12002,32,13291586,0,501677296,781715289,65367,17924,54058588,0,0,892176997,37618910,0,834,11051899,270,0,75857081,25135,301708658,0,482851612,23.3,0,5524,0,81,74474846,0,649,281578968,15023246,4994843,29,0,2,0,75,1626941565,4,611787664,0,0,1626561177,0,277138445,287461646,2452,38700193,900,3194744,8106477,0,15736,13815676,0
0,3.1,0,1607,55,30,33663,49,888,482,0,86173217,5577,1883,290,17569,0,39478916,0,0,8258208,0,6290339,719181662,5.008776557,0,247088,0,65393,0,2998104,95912741,56376,331,62393522,48,0,26,11188,3014,244,0,18102654,5579,211232508,421031772,0,2870855,9924,0,25310657,179925695,10,0,26,0,1878,0,0,11604,31,4454335,0,444276834,790050807,97663,15508,67358968,0,0,854947657,25367890,0,1010,5880160,242,0,81473642,30678,348534052,0,221425867,23.4,0,14445,0,84,62315843,0,710,262522840,14251795,3711310,27,0,17,0,72,1852153233,7,650100316,0,0,1626561185,0,169214467,345628285,2524,55437418,891,5293163,3280737,0,12929,12417355,0
0,4.2,0,1428,57,34,142032,48,722,350,0,85548025,6414,1726,472,6085,0,46143626,0,0,11461511,0,3522748,596315719,5.010526275,0,691131,0,79030,0,1620593,172194076,67194,279,54402761,52,0,26,14827,2485,207,0,5618663,6417,383706559,496614992,0,1093123,8472,0,40261945,217044769,14,0,26,0,3137,0,0,13811,30,3690266,0,526944583,692652310,146863,6593,89336711,0,0,784960189,40099260,0,721,12649420,237,0,70604027,8447,281551401,0,274684489,23.4,0,106125,0,51,75007893,0,587,154566156,12096523,4058889,29,0,4,0,46,1282793916,5,1201316921,0,0,1626561193,0,144307836,398777490,2698,91606316,726,13930583,11801183,0,12512,15493120,0
0,3.8,0,1276,40,26,152177,31,543,232,0,37954775,4834,1154,89,87594,0,23009904,0,0,3622757,0,6763836,266910524,5.011308758,0,518112,0,86490,0,61403,77933630,79297,197,56539248,35,0,26,12098,2380,187,0,888783,4834,186137304,627385692,0,200988,71631,0,3743857,318579041,12,0,26,0,2736,0,0,10776,27,2615567,0,489473483,169349369,7560,55874,39640625,0,0,224545477,2791839,0,756,6480592,212,0,77736364,1571,125693586,0,167681679,23.5,0,41809,0,29,54520810,0,315,97500661,501274,3833690,22,0,9,0,32,417178739,8,934075971,0,0,1626561202,0,98111103,506153867,1882,27814175,542,16668953,6446900,0,11136,493322,0
