L1-icache-loads,ext4:ext4_da_update_reserve_space,L1-icache-load-misses,minor-faults,err_out,armv7_cortex_a7/ld_retired/,LLC-loads,raw_syscalls:sys_enter,armv7_cortex_a7/br_mis_pred/,armv7_cortex_a7/l1d_cache/,kmem:mm_page_free,instructions,branch-load-misses,ext4:ext4_free_inode,timer:timer_init,L1-dcache-stores,armv7_cortex_a7/cid_write_retired/,L1-dcache-load-misses,pkt_out,armv7_cortex_a7/l1i_cache_refill/,bus-cycles,write_merge,armv7_cortex_a7/pc_write_retired/,net:netif_rx,net_in,context-switches,tcp:tcp_probe,armv7_cortex_a7/inst_retired/,ext4:ext4_releasepage,armv7_cortex_a7/bus_cycles/,ioreadtime,pagemap:mm_lru_activate,armv7_cortex_a7/l1i_tlb_refill/,armv7_cortex_a7/l1i_cache/,filemap:mm_filemap_add_to_page_cache,ext4:ext4_evict_inode,seconds,mmc:mmc_request_done,cache-references,L1-dcache-store-misses,drop_out,block:block_touch_buffer,ext4:ext4_ext_load_extent,armv7_cortex_a7/cpu_cycles/,jbd2:jbd2_handle_stats,armv7_cortex_a7/exc_return/,armv7_cortex_a7/l2d_cache/,timer:tick_stop,ext4:ext4_sync_file_enter,block:block_split,iowritetime,timer:timer_start,time,LLC-load-misses,ext4:ext4_writepages_result,iowrite,read_merge,napi:napi_poll,drop_in,block:block_bio_frontmerge,page-faults,cpu,iobusytime,gpio:gpio_value,ioread,iTLB-load-misses,LLC-store-misses,filemap:mm_filemap_delete_from_page_cache,armv7_cortex_a7/l1d_tlb_refill/,ext4:ext4_es_lookup_extent_enter,dTLB-load-misses,jbd2:jbd2_checkpoint_stats,net_out,kmem:kfree,iowritebytes,ext4:ext4_unlink_enter,branch-instructions,armv7_cortex_a7/l1d_cache_refill/,armv7_cortex_a7/l2d_cache_wb/,armv7_cortex_a7/br_immed_retired/,armv7_cortex_a7/br_pred/,cache-misses,rpm:rpm_return_int,block:block_bio_remap,pkt_in,sched:sched_process_exec,memory,cpu-migrations,sched:sched_waking,irq:softirq_exit,task:task_newtask,dTLB-store-misses,LLC-stores,armv7_cortex_a7/exc_taken/,cpu-cycles,kmem:mm_page_alloc_zone_locked,armv7_cortex_a7/st_retired/,ext4:ext4_journal_start,fib:fib_table_lookup,sched:sched_stat_runtime,branch-loads,block:block_dirty_buffer,writeback:sb_clear_inode_writeback,random:credit_entropy_bits,armv7_cortex_a7/mem_access/,timer:timer_cancel,branch-misses,armv7_cortex_a7/unaligned_ldst_retired/,L1-dcache-loads,err_in,workqueue:workqueue_execute_start,armv7_cortex_a7/l1d_cache_wb/,kmem:kmem_cache_alloc,writeback:wait_on_page_writeback,writeback:global_dirty_state,ioreadbytes
5234792761,0,122927233,1289,0,1454513162,161749689,168907,65468722,2736465367,2707,7670185314,67485788,0,256,2741430722,3144,10116395,212,125583470,4675194609,0,722327919,265,14843,317634,20,7454845233,0,4598371240,0,0,51567,5186400542,0,0,5.009395290,1067,2784498795,9895269,0,16,0,9208652824,0,700429,155746810,112365,0,0,0,1711,1626553027,6099774,0,0,0,263,0,0,1286,27.6,0,4,0,130440,6730126,0,113130,16,274134,0,150948,16071,0,0,724870502,9720977,4354084,810965908,995817961,10419282,658,0,146,11,18.6,16,159950,4775,11,254569,168773503,454395,9264627785,2191,601631906,0,343,5633412170,1015595807,0,0,66,2761613565,1717,63980586,254527,2746905357,0,349,13935293,4704,0,0,0
4783681269,0,111384089,2544,0,1321182179,147908167,155646,57887202,2592513689,6523,7023942814,57573190,0,266,2520355858,4963,13416416,129,110341890,4528579383,0,676164339,254,11550,288946,20,7056901333,0,4660837189,0,44,50872,4757013579,0,0,5.010646109,963,2604961603,12565193,0,18,0,8636252873,0,643290,150124660,107434,0,0,0,1587,1626553036,5633738,0,0,0,250,0,0,2544,14.2,0,6,0,39341,5749003,0,84628,19,84301,0,83486,16356,0,0,720252736,13347263,4128549,727249019,901500032,14296428,603,0,96,16,16.9,14,145799,4490,16,77305,147874238,427342,8777961565,2215,588297101,0,317,5201093386,903162639,0,0,62,2590957442,1592,63098605,276757,2530499734,0,321,17204017,7257,0,0,0
265763094,0,5900443,5685,0,176761947,26405732,11148,2849603,261638257,2503,489109695,3171593,0,240,187164898,235,15490270,59,17529695,545646058,0,88314433,60,8719,2582,55,540175762,0,510092437,0,0,45066,479597091,0,0,5.011239665,294,201362048,14524938,0,24,0,848190710,0,60103,38061715,702,0,0,0,640,1626553044,2751710,0,0,0,49,0,0,5687,3.8,0,6,0,7059,2582368,0,85201,26,8151,0,32542,1889,0,0,80525991,3837693,979682,39535417,53925085,18405827,231,0,57,28,17,9,1371,1493,30,7438,22293087,64143,1174236404,394,59169838,0,11,386339479,55310053,0,0,28,358077690,642,5106086,114153,195762182,0,198,4302452,11406,0,0,0
324033199,0,8599804,6399,0,139482841,9285679,14174,4213294,286428732,2694,385411686,6607468,0,247,196432807,444,6776706,35,21507916,552141069,0,68237523,36,7021,2537,32,566832547,0,731111842,0,0,91746,612269697,0,0,5.011432210,236,142206416,4568487,0,26,0,906706322,0,72758,52665039,766,0,0,0,573,1626553053,693586,0,0,0,29,0,0,6399,3.8,0,7,0,7612,799741,0,120843,26,26856,0,11346,2954,0,0,73045636,20024439,591143,67152253,81992797,10243978,200,0,42,30,16.9,12,1357,1512,34,28743,14112492,64387,1021760938,464,62895200,0,7,493172509,86026618,0,0,27,288879492,576,5349946,65337,181644012,0,183,21069149,13240,0,0,0
207079290,0,2639997,4364,0,150941572,23307395,8625,5483436,126026257,1665,388983015,2967110,0,228,113342187,274,14981228,26,12925837,485209234,0,82259380,22,1533,2172,18,277748807,0,494029674,0,2,36690,480524180,0,0,5.010736617,190,173302641,13234663,0,14,0,796686686,0,72082,35525522,764,0,0,0,493,1626553061,2847435,0,0,0,19,0,0,4363,3.5,0,8,0,8476,2953826,0,72013,14,3958,0,7668,1371,0,0,67764994,1494703,681891,53517867,85581472,20519789,160,0,24,20,16.9,7,1165,1179,21,5391,22750095,58436,964653593,497,54642759,0,6,335241341,54928314,0,0,25,291847602,494,4337148,99490,125931623,0,163,2434458,8655,0,0,0
250459929,0,5410253,4167,0,174225099,9299440,11925,3469813,205364850,1660,283404914,3646645,0,243,123584931,412,551097,39,26223207,249605070,0,69421487,41,3294,2920,33,391832195,0,415315868,0,0,143595,633648790,0,0,5.011443921,508,135561890,805121,0,34,0,511666969,0,69065,46079030,850,0,0,0,880,1626553070,664061,0,0,0,34,0,0,4165,3.8,0,7,0,10857,515240,0,157072,34,4079,0,11759,3117,0,0,59009427,3234292,814769,31653385,41740855,1144516,376,0,39,23,16.9,21,1735,1674,26,2790,5716932,60900,446376662,385,64492807,0,4,528334461,44026493,0,0,33,322887566,882,4510863,50695,97711642,0,302,4387043,9405,0,0,0
211886149,0,3042609,4806,0,148453543,23657576,9526,4482184,170750611,2116,437688481,2760349,0,228,124425301,300,14085060,45,12880449,545829224,0,85803053,38,9331,2374,25,411425596,0,496167231,0,0,32987,508372245,0,0,5.008903153,268,199496022,12651329,0,26,0,865617785,0,78932,33940133,752,0,0,0,589,1626553080,2893213,0,0,0,33,0,0,4810,3,0,7,0,4586,2723494,0,80252,26,3570,0,13211,1636,0,0,71446450,2363863,666176,48070003,85103841,17204923,209,0,63,24,16.9,15,1293,1378,25,4586,22924831,67093,1069966103,317,57640692,0,4,377425699,53778035,0,0,27,314244379,593,4851593,112929,135475753,0,184,3366631,9440,0,0,0
217906222,0,4264382,3928,0,94576333,4600159,10224,3011202,87428111,1493,500633760,3172035,0,193,149732865,316,1927738,46,7871268,610238757,0,55402340,38,4243,2067,34,194051854,0,603860712,0,0,52881,255970371,0,0,5.011199560,209,290302455,1665971,0,26,0,314871546,0,51135,19882139,691,0,0,0,499,1626553089,356738,0,0,0,31,0,0,3928,4.2,0,6,0,1524,230742,0,42353,26,5633,0,12695,2410,0,0,82024785,617526,401882,23849240,38465673,3640526,176,0,44,19,16.9,18,1144,1177,21,5307,3854528,46837,1090262802,675,61138829,0,8,467311171,39605369,0,0,26,235405382,504,9765392,119300,180729705,0,176,958351,8578,0,0,0
677198189,0,28967645,10429,0,171772652,45444863,36198,14753258,378803053,2436,783387180,14268557,0,208,389338891,154,8173156,179,29639743,639177235,0,72337813,99,17099,3648,83,797822073,0,533892142,0,0,225485,650794899,0,0,5.009043543,455,347914082,9635401,0,7,0,1662724138,0,116485,52294966,832,0,0,0,875,1626553098,2678133,0,0,0,79,0,0,10428,16.5,0,9,0,221673,2397625,0,334732,7,338624,0,108154,10515,0,0,74238685,9667053,512128,106408797,140599774,6920188,353,0,180,30,17.1,11,2025,2364,43,330413,45582187,98326,1456072520,1049,78841781,0,9,1167663138,137175926,0,0,46,366782683,876,10438991,73583,370881339,0,247,10407895,22201,0,0,0
5275032931,0,239588863,91,0,1318124297,300497420,440299,66804662,3508406910,95,6735296383,66537235,0,133,3464290901,1373,29989560,207,241923869,5215092498,0,711629590,100,9969,681331,95,6774796339,0,5250214716,0,0,5417,5330517911,0,0,5.012278685,1131,3459957260,29919153,0,0,0,10441423412,0,1026657,299795075,203190,0,0,0,1719,1626553108,742299,0,0,0,100,0,0,89,23,0,5,0,10232,583106,0,14177,0,7299,0,193455,22910,0,0,716763267,29990515,155045,724007649,1088145680,30210691,691,0,181,1,17.1,6,428600,5633,0,10354,301109642,757654,10410959985,0,851701924,0,3,5077887202,1084632032,0,0,156,3508921819,1725,65875707,161107,3451639373,0,351,29949884,1423,0,0,0
5028148561,0,225194091,36,0,1242577495,280785377,438026,62924485,3281082428,104,6417396891,63602204,0,157,3285736425,1253,27763578,205,226547360,4954692643,0,664016621,112,15493,641403,95,6378755206,0,4946735924,0,0,7122,5011236921,0,0,5.009099164,1280,3304222272,27354684,0,0,0,9830106320,0,945793,280543601,172947,0,0,0,1900,1626553117,845580,0,0,0,112,0,0,32,21.5,0,4,0,8359,874450,0,6721,0,5449,0,196972,22975,0,0,670339815,27685677,141656,682273730,1017392995,27904049,781,0,197,1,17.1,4,426617,5622,0,8306,280265607,715306,9935055846,67,801404430,0,3,4820698330,1014062810,0,0,160,3284461083,1907,63671804,190265,3279034852,0,387,27869206,1301,0,0,0
5396383997,0,251339290,810,0,1352037749,320145909,440988,70159119,3592638478,290,6898551757,69640244,0,194,3544063432,1192,31656337,215,255705254,5388807253,0,734609667,106,11056,693507,102,6948639213,0,5443265772,0,0,9995,5469089479,0,0,5.009513118,1213,3548373587,31665565,0,0,0,10777742396,0,1060632,318677566,216536,0,0,0,1864,1626553127,1169074,0,0,0,104,0,0,810,25.7,0,5,0,82541,1108682,0,11709,0,121529,0,199403,23447,0,0,743806106,31259407,155208,749979357,1115624666,31715449,749,0,198,3,17.2,5,427048,5804,3,118993,322599116,774930,10697900905,75,876656043,0,2,5447704854,1115676667,0,0,158,3609211630,1868,68167080,207023,3537976914,0,385,32066548,2915,0,0,0
5613802576,0,263250059,875,0,1386584299,340801693,441904,70783358,3616343970,488,7176744929,72580109,0,213,3679100667,1300,36107202,214,262133571,5620742322,0,748738552,104,13848,713630,93,7030037504,0,5579379160,0,0,12510,5558481894,0,0,5.008762318,1212,3711784603,35881653,0,0,0,11053363307,0,1092218,338630754,223622,0,0,0,1885,1626553136,1096991,0,0,0,104,0,0,875,24.5,0,5,0,16666,1267730,0,14723,0,24075,0,201864,23078,0,0,758137439,35012493,160171,747693699,1133125694,36799095,746,0,195,4,17.1,3,429059,5532,5,17341,343963075,785867,11249737305,19,892224025,0,3,5610484311,1143366249,0,0,158,3696746992,1889,72527349,260073,3676349242,0,380,37255536,3375,0,0,0
3631157837,0,167214824,3393,0,884095015,199481834,297045,46930477,2284586436,1985,5194721655,43894581,0,244,2447464437,14513,20551653,151,160683849,4003679838,0,485800489,133,14148,437158,104,4436451421,0,3944277825,0,44,36583,3484045152,0,0,5.011468970,1155,2637278815,20805999,0,19,0,6992009882,0,678546,200409655,115811,0,0,0,1758,1626553146,1614760,0,0,0,127,0,0,3388,9,0,4,0,42492,654998,0,90255,19,20493,0,87760,18720,0,0,531456677,22067435,643954,474309342,698683613,21327515,810,0,137,18,17,7,277415,4882,21,29510,191211490,510795,7951582712,115,586996699,0,66,3789895873,700031997,0,0,118,2345108033,1759,51527033,228315,2515533710,0,443,22136882,12356,0,0,0
380751623,0,12576290,3768,0,36852640,12694511,8613,3974377,139646099,1671,564484135,2984381,0,212,262596178,113,3393530,51,2594050,380924914,0,29479876,52,8714,2792,23,323102159,0,195980314,0,0,5784,164876538,0,0,5.011295623,402,247039017,3424339,0,26,0,727304708,0,77013,3511966,876,0,0,0,760,1626553155,1388871,0,0,0,49,0,0,3771,3.6,0,8,0,5641,666809,0,7444,26,7711,0,15406,1541,0,0,48059237,719768,40967,33066996,56709916,2912479,275,0,60,21,17,9,1468,1560,23,5194,4617075,61409,1028022845,306,25425919,0,39,445903963,39468891,0,0,29,112846168,766,4638364,5802,248040920,0,224,436466,8501,0,0,0
214198792,0,3296629,5365,0,111443838,23743714,10934,5644207,201768172,2443,508369354,3072043,0,246,134105256,592,12380105,51,2713730,761697246,0,72525799,38,4431,2684,19,619605133,0,907300188,0,0,20090,256845360,0,0,5.011831736,328,250933857,11536314,0,26,0,1229786003,0,90543,38723747,776,0,0,0,686,1626553164,2838636,0,0,0,35,0,0,5371,3.9,0,8,0,9728,2910387,0,9105,26,7946,0,11945,1819,0,0,90475128,12372604,573085,56792760,103108753,14456888,235,0,53,28,17,33,1464,1581,29,9683,23274038,71921,1333830378,580,71812329,0,31,362384209,55302012,0,0,28,260454010,689,7608639,101696,169297057,0,196,15312303,11176,0,0,0
221390593,0,3625576,5647,0,75917826,27360865,11375,9377843,224178796,2505,453842222,5118315,0,240,143958028,105,15516156,47,10752308,538915252,0,49168276,38,7740,2431,25,534031478,0,439124583,0,0,22212,450125884,0,0,5.011403689,286,188673359,14409463,0,26,0,1998199707,0,102775,18139225,678,0,0,0,632,1626553172,2744328,0,0,0,33,0,0,5652,4.1,0,7,0,48275,3078712,0,36093,26,42565,0,12686,1919,0,0,78472735,7330157,203033,88738065,131923734,20447880,208,0,54,28,17,15,1327,1503,30,66942,30204908,76852,1072754991,330,28335555,0,20,387888649,83794827,0,0,27,168936672,633,5753391,69608,145323743,0,187,7697458,11458,0,0,0
2873060335,0,140938310,6220,0,727414530,194013544,230150,43713290,1960255917,3250,3718317955,45197693,0,287,1866440570,1603,23602323,198,141576594,3276772947,0,406793315,248,13322,313717,32,3874005512,0,3210472978,0,12,23807,2972677563,0,0,5.009445434,997,1893601197,23171121,0,0,0,6680843721,0,756931,192457060,118086,0,0,0,1654,1626553180,6118235,0,0,0,241,0,0,6220,15.9,0,5,0,166300,5782746,0,34711,0,249120,0,142783,17769,0,0,400468708,27854675,1308128,457919370,669583376,22115870,605,0,134,16,17.9,25,158523,5041,26,244542,197130072,515838,6533980372,3455,458980779,0,291,3958690334,660716877,0,0,75,1921328905,1659,38195874,233262,1855012240,0,346,27826236,10210,0,0,0
3257264168,0,156861016,1120,0,841321612,193848298,261013,41479656,2082307734,2144,4132614515,45144984,0,318,2092792243,1914,13607383,197,157195616,3314734847,0,465655973,260,12306,360234,14,4035208800,0,3392002940,0,0,52403,3274044953,0,0,5.012232902,1200,2141533558,13295399,0,8,0,6340438250,0,791820,210492221,130551,0,0,0,1901,1626553190,3587719,0,0,0,260,0,0,1113,15.7,0,5,0,50329,4102908,0,60965,8,87006,0,143263,15609,0,0,457690845,14494735,1582251,438769894,641589594,13751950,768,0,130,8,17,22,187900,4799,8,75874,195667863,547272,6623066760,1679,513111696,0,333,3970448743,697301735,0,0,71,2195191121,1904,42239084,282360,2107312740,0,453,15238174,3761,0,0,0
187835989,0,3312924,2804,0,35075080,2739427,6430,5821807,233681789,948,259637247,4086882,0,192,107371537,81,480685,40,3254730,218281286,0,27823816,50,11011,2127,38,553155219,0,173278848,0,0,5448,227766255,0,0,5.008781793,290,129323489,637963,0,20,0,1046350260,0,99469,3414404,720,0,0,0,592,1626553199,160340,0,0,0,41,0,0,2799,3,0,6,0,30316,310139,0,19407,20,52524,0,11469,1133,0,0,44695328,2731440,43054,40952875,82699532,984629,231,0,47,14,17,3,1183,1123,14,68112,6271210,82445,399104393,289,23962613,0,7,346657875,49900894,0,0,27,106336529,596,3440997,96,106010301,0,184,2563005,6108,0,0,0
467422563,0,13945826,4498,0,45903404,18111154,9295,3867432,93282765,1947,548091545,3427345,0,224,276440098,203,2988802,42,2694994,433320709,0,39171951,36,4078,2427,30,195207479,0,343780895,0,0,3070,167108000,0,0,5.011279687,268,245839726,3792041,0,39,0,446003632,0,55493,3241981,816,0,0,0,587,1626553208,1790406,0,0,0,31,0,0,4498,3.8,0,5,0,3776,969093,0,5852,39,6634,0,11444,1624,0,0,63277964,488579,62263,30177098,48217833,2746819,214,0,40,25,16.9,11,1275,1292,25,4200,9559117,46578,993261955,438,39672126,0,11,455628487,36595292,0,0,27,145582155,593,6071558,31027,247516136,0,210,501793,9337,0,0,0
378860973,0,10980830,4062,0,36503155,22063317,8395,3013674,95594305,1679,537010068,5637973,0,207,230351860,161,2891360,35,2588055,497309979,0,27751241,41,6212,2061,25,205536679,0,306346993,0,0,6300,160358587,0,0,5.011266022,281,261389079,2860563,0,26,0,366181839,0,50371,3980593,656,0,0,0,591,1626553217,1998958,0,0,0,36,0,0,4062,2.7,0,6,0,4693,1714931,0,4988,26,10949,0,11031,1445,0,0,59988967,447443,42572,26051211,38407606,3252300,225,0,42,21,17,8,1180,1224,22,3670,15431007,45678,1008785507,309,22766488,0,20,418687658,59997587,0,0,26,108122394,592,6851027,2170,212823482,0,202,441266,8396,0,0,0
350453895,0,6818765,5755,0,35281517,39922551,13480,7438244,136138837,2654,324683565,14831227,0,234,160437975,97,8968531,47,7860149,310630475,0,27365048,39,3077,2386,31,332799866,0,192426721,0,0,10762,307426694,0,0,5.023759208,283,141022124,10198026,0,34,0,956865548,0,77766,8231711,648,0,0,0,621,1626553225,4308170,0,0,0,33,0,0,5755,3.2,0,7,0,69680,4419438,0,21735,34,193301,0,11075,3007,0,0,39814273,1178340,122047,69889931,98705206,5187521,233,0,46,31,17,21,1346,1417,35,162319,51820828,62342,772107838,527,24697957,0,15,499857592,163974454,0,0,28,106609185,626,3534622,1262,122616126,0,216,1628612,12516,0,0,0
378066800,0,5697467,5671,0,60619086,27938729,11011,4178504,360755062,2490,379850974,5569492,0,221,142019316,152,847836,34,10210198,559487667,0,40649928,31,6055,2170,24,762297735,0,514626623,0,0,14010,481783911,0,0,5.011291027,182,208876254,873537,0,26,0,1392187541,0,105865,28627251,669,0,0,0,485,1626553233,951250,0,0,0,26,0,0,5672,3.5,0,6,0,5694,594774,0,45465,26,7203,0,10813,1776,0,0,66079977,16396373,137651,71234101,88071298,2938660,145,0,41,28,17,13,1178,1189,30,7021,40477337,92015,745468792,452,30200710,0,14,419877029,100715703,0,0,24,137489648,487,6800169,21543,102034184,0,153,16898487,11259,0,0,0
203041686,0,2917313,5544,0,129003068,22471884,12643,8352278,268454713,2307,377567444,3750973,0,211,114124194,256,13406171,34,16461038,496195891,0,71300556,38,2558,2257,31,527715646,0,568080555,0,0,58921,654785070,0,0,5.011222613,236,165903654,12044022,0,26,0,1273332889,0,99826,52552487,691,0,0,0,534,1626553242,2950955,0,0,0,30,0,0,5545,3.6,0,8,0,39870,2983428,0,141551,26,49454,0,11001,2729,0,0,57207332,5415819,696797,70934620,118082809,16764352,199,0,36,26,17.1,28,1298,1220,29,56276,22632974,83004,1015975448,577,48311512,0,7,472804896,60429965,0,0,27,249540209,536,4146860,68216,125497212,0,184,6316355,11350,0,0,0
